,property,pset,templatetype,measuretype
882,ColumnShoeBasePlateWidth,Pset_DiscreteAccessoryColumnShoe,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
883,ColumnShoeBasePlateDepth,Pset_DiscreteAccessoryColumnShoe,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
884,ColumnShoeCasingHeight,Pset_DiscreteAccessoryColumnShoe,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
885,ColumnShoeCasingWidth,Pset_DiscreteAccessoryColumnShoe,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
886,ColumnShoeCasingDepth,Pset_DiscreteAccessoryColumnShoe,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
887,CornerFixingPlateLength,Pset_DiscreteAccessoryCornerFixingPlate,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
888,CornerFixingPlateThickness,Pset_DiscreteAccessoryCornerFixingPlate,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
889,CornerFixingPlateFlangeWidthInPlaneZ,Pset_DiscreteAccessoryCornerFixingPlate,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
890,CornerFixingPlateFlangeWidthInPlaneX,Pset_DiscreteAccessoryCornerFixingPlate,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
891,DiagonalTrussHeight,Pset_DiscreteAccessoryDiagonalTrussConnector,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
892,DiagonalTrussLength,Pset_DiscreteAccessoryDiagonalTrussConnector,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
893,DiagonalTrussCrossBarSpacing,Pset_DiscreteAccessoryDiagonalTrussConnector,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
894,DiagonalTrussBaseBarDiameter,Pset_DiscreteAccessoryDiagonalTrussConnector,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
895,DiagonalTrussSecondaryBarDiameter,Pset_DiscreteAccessoryDiagonalTrussConnector,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
896,DiagonalTrussCrossBarDiameter,Pset_DiscreteAccessoryDiagonalTrussConnector,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
897,EdgeFixingPlateLength,Pset_DiscreteAccessoryEdgeFixingPlate,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
898,EdgeFixingPlateThickness,Pset_DiscreteAccessoryEdgeFixingPlate,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
899,EdgeFixingPlateFlangeWidthInPlaneZ,Pset_DiscreteAccessoryEdgeFixingPlate,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
900,EdgeFixingPlateFlangeWidthInPlaneX,Pset_DiscreteAccessoryEdgeFixingPlate,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
901,FixingSocketTypeReference,Pset_DiscreteAccessoryFixingSocket,P_REFERENCEVALUE,IFCEXTERNALREFERENCE
902,FixingSocketHeight,Pset_DiscreteAccessoryFixingSocket,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
903,FixingSocketThreadDiameter,Pset_DiscreteAccessoryFixingSocket,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
904,FixingSocketThreadLength,Pset_DiscreteAccessoryFixingSocket,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
905,LadderTrussHeight,Pset_DiscreteAccessoryLadderTrussConnector,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
906,LadderTrussLength,Pset_DiscreteAccessoryLadderTrussConnector,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
907,LadderTrussCrossBarSpacing,Pset_DiscreteAccessoryLadderTrussConnector,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
908,LadderTrussBaseBarDiameter,Pset_DiscreteAccessoryLadderTrussConnector,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
909,LadderTrussSecondaryBarDiameter,Pset_DiscreteAccessoryLadderTrussConnector,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
910,LadderTrussCrossBarDiameter,Pset_DiscreteAccessoryLadderTrussConnector,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
911,StandardFixingPlateWidth,Pset_DiscreteAccessoryStandardFixingPlate,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
912,StandardFixingPlateDepth,Pset_DiscreteAccessoryStandardFixingPlate,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
913,StandardFixingPlateThickness,Pset_DiscreteAccessoryStandardFixingPlate,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
914,IsInsulated,Pset_DiscreteAccessoryTypeBracket,P_SINGLEVALUE,IFCBOOLEAN
915,CableArrangerPosition,Pset_DiscreteAccessoryTypeCableArranger,P_ENUMERATEDVALUE,IFCLABEL
916,RatedCurrent,Pset_DiscreteAccessoryTypeInsulator,P_BOUNDEDVALUE,IFCELECTRICCURRENTMEASURE
917,RatedVoltage,Pset_DiscreteAccessoryTypeInsulator,P_BOUNDEDVALUE,IFCELECTRICVOLTAGEMEASURE
918,InsulationVoltage,Pset_DiscreteAccessoryTypeInsulator,P_SINGLEVALUE,IFCELECTRICVOLTAGEMEASURE
919,BreakdownVoltageTolerance,Pset_DiscreteAccessoryTypeInsulator,P_SINGLEVALUE,IFCELECTRICVOLTAGEMEASURE
920,InsulationMethod,Pset_DiscreteAccessoryTypeInsulator,P_ENUMERATEDVALUE,IFCLABEL
921,OperationalTemperatureRange,Pset_DiscreteAccessoryTypeInsulator,P_BOUNDEDVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
922,CreepageDistance,Pset_DiscreteAccessoryTypeInsulator,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
923,InstallationMethod,Pset_DiscreteAccessoryTypeInsulator,P_SINGLEVALUE,IFCLABEL
924,LightningPeakVoltage,Pset_DiscreteAccessoryTypeInsulator,P_SINGLEVALUE,IFCELECTRICVOLTAGEMEASURE
925,BendingStrength,Pset_DiscreteAccessoryTypeInsulator,P_SINGLEVALUE,IFCPRESSUREMEASURE
926,RMSWithstandVoltage,Pset_DiscreteAccessoryTypeInsulator,P_SINGLEVALUE,IFCELECTRICVOLTAGEMEASURE
927,Voltage,Pset_DiscreteAccessoryTypeInsulator,P_BOUNDEDVALUE,IFCELECTRICVOLTAGEMEASURE
928,InstallationPlan,Pset_DiscreteAccessoryTypeLock,P_REFERENCEVALUE,IFCEXTERNALREFERENCE
929,RequiredClosureSpacing,Pset_DiscreteAccessoryTypeLock,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
930,IsTemporary,Pset_DiscreteAccessoryTypeRailBrace,P_SINGLEVALUE,IFCBOOLEAN
931,PositionInTrack,Pset_DiscreteAccessoryTypeRailLubrication,P_ENUMERATEDVALUE,IFCLABEL
932,MaximumNoiseEmissions,Pset_DiscreteAccessoryTypeRailLubrication,P_SINGLEVALUE,IFCSOUNDPOWERLEVELMEASURE
933,LubricationSystemType,Pset_DiscreteAccessoryTypeRailLubrication,P_ENUMERATEDVALUE,IFCLABEL
934,LubricationPowerSupplyType,Pset_DiscreteAccessoryTypeRailLubrication,P_ENUMERATEDVALUE,IFCLABEL
935,RailPadStiffness,Pset_DiscreteAccessoryTypeRailPad,P_ENUMERATEDVALUE,IFCLABEL
936,IsSelfLubricated,Pset_DiscreteAccessoryTypeSlidingChair,P_SINGLEVALUE,IFCBOOLEAN
937,SoundAbsorptionLimit,Pset_DiscreteAccessoryTypeSoundAbsorption,P_SINGLEVALUE,IFCSOUNDPOWERLEVELMEASURE
938,ReferenceEnvironmentTemperature,Pset_DiscreteAccessoryTypeTensioningEquipment,P_BOUNDEDVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
939,AssemblyInstruction,Pset_DiscreteAccessoryTypeTensioningEquipment,P_REFERENCEVALUE,IFCEXTERNALREFERENCE
940,HasBreakLineLock,Pset_DiscreteAccessoryTypeTensioningEquipment,P_SINGLEVALUE,IFCBOOLEAN
941,TensileStrength,Pset_DiscreteAccessoryTypeTensioningEquipment,P_SINGLEVALUE,IFCPRESSUREMEASURE
942,RatioOfWireTension,Pset_DiscreteAccessoryTypeTensioningEquipment,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
943,TransmissionEfficiency,Pset_DiscreteAccessoryTypeTensioningEquipment,P_SINGLEVALUE,IFCRATIOMEASURE
944,WireLoopBasePlateThickness,Pset_DiscreteAccessoryWireLoop,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
945,WireLoopBasePlateWidth,Pset_DiscreteAccessoryWireLoop,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
946,WireLoopBasePlateLength,Pset_DiscreteAccessoryWireLoop,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
947,WireDiameter,Pset_DiscreteAccessoryWireLoop,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
948,WireEmbeddingLength,Pset_DiscreteAccessoryWireLoop,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
949,WireLoopLength,Pset_DiscreteAccessoryWireLoop,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
950,IsMain,Pset_DistributionBoardOccurrence,P_SINGLEVALUE,IFCBOOLEAN
951,IsSkilledOperator,Pset_DistributionBoardOccurrence,P_SINGLEVALUE,IFCBOOLEAN
952,Reference,Pset_DistributionBoardTypeCommon,P_SINGLEVALUE,IFCIDENTIFIER
953,Status,Pset_DistributionBoardTypeCommon,P_ENUMERATEDVALUE,IFCLABEL
954,NumberOfInterfaces,Pset_DistributionBoardTypeDispatchingBoard,P_TABLEVALUE,IFCLABEL
955,DispatchingBoardType,Pset_DistributionBoardTypeDispatchingBoard,P_ENUMERATEDVALUE,IFCLABEL
956,PortCapacity,Pset_DistributionBoardTypeDistributionFrame,P_SINGLEVALUE,IFCINTEGER
957,Reference,Pset_DistributionChamberElementCommon,P_SINGLEVALUE,IFCIDENTIFIER
958,Status,Pset_DistributionChamberElementCommon,P_ENUMERATEDVALUE,IFCLABEL
959,ClearWidth,Pset_DistributionChamberElementTypeFormedDuct,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
960,ClearDepth,Pset_DistributionChamberElementTypeFormedDuct,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
961,WallThickness,Pset_DistributionChamberElementTypeFormedDuct,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
962,BaseThickness,Pset_DistributionChamberElementTypeFormedDuct,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
963,AccessCoverLoadRating,Pset_DistributionChamberElementTypeFormedDuct,P_SINGLEVALUE,IFCTEXT
964,CableDuctOccupancyRatio,Pset_DistributionChamberElementTypeFormedDuct,P_SINGLEVALUE,IFCNORMALISEDRATIOMEASURE
965,ChamberLengthOrRadius,Pset_DistributionChamberElementTypeInspectionChamber,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
966,ChamberWidth,Pset_DistributionChamberElementTypeInspectionChamber,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
967,InspectionChamberInvertLevel,Pset_DistributionChamberElementTypeInspectionChamber,P_SINGLEVALUE,IFCLENGTHMEASURE
968,SoffitLevel,Pset_DistributionChamberElementTypeInspectionChamber,P_SINGLEVALUE,IFCLENGTHMEASURE
969,WallMaterial,Pset_DistributionChamberElementTypeInspectionChamber,P_REFERENCEVALUE,IFCMATERIALDEFINITION
970,WallThickness,Pset_DistributionChamberElementTypeInspectionChamber,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
971,BaseMaterial,Pset_DistributionChamberElementTypeInspectionChamber,P_REFERENCEVALUE,IFCMATERIALDEFINITION
972,BaseThickness,Pset_DistributionChamberElementTypeInspectionChamber,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
973,WithBackdrop,Pset_DistributionChamberElementTypeInspectionChamber,P_SINGLEVALUE,IFCBOOLEAN
974,AccessCoverMaterial,Pset_DistributionChamberElementTypeInspectionChamber,P_REFERENCEVALUE,IFCMATERIALDEFINITION
975,AccessLengthOrRadius,Pset_DistributionChamberElementTypeInspectionChamber,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
976,AccessWidth,Pset_DistributionChamberElementTypeInspectionChamber,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
977,AccessCoverLoadRating,Pset_DistributionChamberElementTypeInspectionChamber,P_SINGLEVALUE,IFCTEXT
978,Length,Pset_DistributionChamberElementTypeInspectionPit,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
979,Width,Pset_DistributionChamberElementTypeInspectionPit,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
980,Depth,Pset_DistributionChamberElementTypeInspectionPit,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
981,InvertLevel,Pset_DistributionChamberElementTypeManhole,P_SINGLEVALUE,IFCLENGTHMEASURE
982,SoffitLevel,Pset_DistributionChamberElementTypeManhole,P_SINGLEVALUE,IFCLENGTHMEASURE
983,WallMaterial,Pset_DistributionChamberElementTypeManhole,P_REFERENCEVALUE,IFCMATERIALDEFINITION
984,WallThickness,Pset_DistributionChamberElementTypeManhole,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
985,BaseMaterial,Pset_DistributionChamberElementTypeManhole,P_REFERENCEVALUE,IFCMATERIALDEFINITION
986,BaseThickness,Pset_DistributionChamberElementTypeManhole,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
987,IsShallow,Pset_DistributionChamberElementTypeManhole,P_SINGLEVALUE,IFCBOOLEAN
988,HasSteps,Pset_DistributionChamberElementTypeManhole,P_SINGLEVALUE,IFCBOOLEAN
989,WithBackdrop,Pset_DistributionChamberElementTypeManhole,P_SINGLEVALUE,IFCBOOLEAN
990,AccessCoverMaterial,Pset_DistributionChamberElementTypeManhole,P_REFERENCEVALUE,IFCMATERIALDEFINITION
991,AccessLengthOrRadius,Pset_DistributionChamberElementTypeManhole,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
992,AccessWidth,Pset_DistributionChamberElementTypeManhole,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
993,AccessCoverLoadRating,Pset_DistributionChamberElementTypeManhole,P_SINGLEVALUE,IFCTEXT
994,IsAccessibleOnFoot,Pset_DistributionChamberElementTypeManhole,P_SINGLEVALUE,IFCBOOLEAN
995,IsLocked,Pset_DistributionChamberElementTypeManhole,P_SINGLEVALUE,IFCBOOLEAN
996,NumberOfCableEntries,Pset_DistributionChamberElementTypeManhole,P_SINGLEVALUE,IFCCOUNTMEASURE
997,NumberOfManholeCovers,Pset_DistributionChamberElementTypeManhole,P_SINGLEVALUE,IFCCOUNTMEASURE
998,TypeOfShaft,Pset_DistributionChamberElementTypeManhole,P_ENUMERATEDVALUE,IFCLABEL
999,ChamberLengthOrRadius,Pset_DistributionChamberElementTypeMeterChamber,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1000,ChamberWidth,Pset_DistributionChamberElementTypeMeterChamber,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1001,WallMaterial,Pset_DistributionChamberElementTypeMeterChamber,P_REFERENCEVALUE,IFCMATERIALDEFINITION
1002,WallThickness,Pset_DistributionChamberElementTypeMeterChamber,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1003,BaseMaterial,Pset_DistributionChamberElementTypeMeterChamber,P_REFERENCEVALUE,IFCMATERIALDEFINITION
1004,BaseThickness,Pset_DistributionChamberElementTypeMeterChamber,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1005,AccessCoverMaterial,Pset_DistributionChamberElementTypeMeterChamber,P_REFERENCEVALUE,IFCMATERIALDEFINITION
1006,Length,Pset_DistributionChamberElementTypeSump,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1007,Width,Pset_DistributionChamberElementTypeSump,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1008,SumpInvertLevel,Pset_DistributionChamberElementTypeSump,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1009,Width,Pset_DistributionChamberElementTypeTrench,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1010,Depth,Pset_DistributionChamberElementTypeTrench,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1011,InvertLevel,Pset_DistributionChamberElementTypeTrench,P_SINGLEVALUE,IFCLENGTHMEASURE
1012,ChamberLengthOrRadius,Pset_DistributionChamberElementTypeValveChamber,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1013,ChamberWidth,Pset_DistributionChamberElementTypeValveChamber,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1014,WallMaterial,Pset_DistributionChamberElementTypeValveChamber,P_REFERENCEVALUE,IFCMATERIALDEFINITION
1015,WallThickness,Pset_DistributionChamberElementTypeValveChamber,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1016,BaseMaterial,Pset_DistributionChamberElementTypeValveChamber,P_REFERENCEVALUE,IFCMATERIALDEFINITION
1017,BaseThickness,Pset_DistributionChamberElementTypeValveChamber,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1018,AccessCoverMaterial,Pset_DistributionChamberElementTypeValveChamber,P_REFERENCEVALUE,IFCMATERIALDEFINITION
1019,PortNumber,Pset_DistributionPortCommon,P_SINGLEVALUE,IFCINTEGER
1020,ColourCode,Pset_DistributionPortCommon,P_SINGLEVALUE,IFCLABEL
1021,CurrentHistory,Pset_DistributionPortPHistoryCable,P_REFERENCEVALUE,IFCTIMESERIES
1022,VoltageHistory,Pset_DistributionPortPHistoryCable,P_REFERENCEVALUE,IFCTIMESERIES
1023,RealPower,Pset_DistributionPortPHistoryCable,P_REFERENCEVALUE,IFCTIMESERIES
1024,ReactivePower,Pset_DistributionPortPHistoryCable,P_REFERENCEVALUE,IFCTIMESERIES
1025,ApparentPower,Pset_DistributionPortPHistoryCable,P_REFERENCEVALUE,IFCTIMESERIES
1026,PowerFactorHistory,Pset_DistributionPortPHistoryCable,P_REFERENCEVALUE,IFCTIMESERIES
1027,DataTransmitted,Pset_DistributionPortPHistoryCable,P_REFERENCEVALUE,IFCTIMESERIES
1028,DataReceived,Pset_DistributionPortPHistoryCable,P_REFERENCEVALUE,IFCTIMESERIES
1029,TemperatureHistory,Pset_DistributionPortPHistoryDuct,P_REFERENCEVALUE,IFCTIMESERIES
1030,WetBulbTemperatureHistory,Pset_DistributionPortPHistoryDuct,P_REFERENCEVALUE,IFCTIMESERIES
1031,VolumetricFlowRateHistory,Pset_DistributionPortPHistoryDuct,P_REFERENCEVALUE,IFCTIMESERIES
1032,MassFlowRateHistory,Pset_DistributionPortPHistoryDuct,P_REFERENCEVALUE,IFCTIMESERIES
1033,FlowConditionHistory,Pset_DistributionPortPHistoryDuct,P_REFERENCEVALUE,IFCTIMESERIES
1034,VelocityHistory,Pset_DistributionPortPHistoryDuct,P_REFERENCEVALUE,IFCTIMESERIES
1035,PressureHisotry,Pset_DistributionPortPHistoryDuct,P_REFERENCEVALUE,IFCTIMESERIES
1036,Temperature,Pset_DistributionPortPHistoryPipe,P_REFERENCEVALUE,IFCTIMESERIES
1037,Pressure,Pset_DistributionPortPHistoryPipe,P_REFERENCEVALUE,IFCTIMESERIES
1038,Flowrate,Pset_DistributionPortPHistoryPipe,P_REFERENCEVALUE,IFCTIMESERIES
1039,ElectricalConnectionType,Pset_DistributionPortTypeCable,P_ENUMERATEDVALUE,IFCLABEL
1040,ConnectionSubtype,Pset_DistributionPortTypeCable,P_SINGLEVALUE,IFCLABEL
1041,ConnectionGender,Pset_DistributionPortTypeCable,P_ENUMERATEDVALUE,IFCLABEL
1042,ConductorFunction,Pset_DistributionPortTypeCable,P_ENUMERATEDVALUE,IFCLABEL
1043,CurrentContent3rdHarmonic,Pset_DistributionPortTypeCable,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
1044,Current,Pset_DistributionPortTypeCable,P_BOUNDEDVALUE,IFCELECTRICCURRENTMEASURE
1045,Voltage,Pset_DistributionPortTypeCable,P_BOUNDEDVALUE,IFCELECTRICVOLTAGEMEASURE
1046,Power,Pset_DistributionPortTypeCable,P_BOUNDEDVALUE,IFCPOWERMEASURE
1047,Protocols,Pset_DistributionPortTypeCable,P_LISTVALUE,IFCIDENTIFIER
1048,HasConnector,Pset_DistributionPortTypeCable,P_SINGLEVALUE,IFCBOOLEAN
1049,IsWelded,Pset_DistributionPortTypeCable,P_SINGLEVALUE,IFCBOOLEAN
1050,ConnectionType,Pset_DistributionPortTypeDuct,P_ENUMERATEDVALUE,IFCLABEL
1051,ConnectionSubtype,Pset_DistributionPortTypeDuct,P_SINGLEVALUE,IFCLABEL
1052,NominalWidth,Pset_DistributionPortTypeDuct,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
1053,NominalHeight,Pset_DistributionPortTypeDuct,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1054,NominalThickness,Pset_DistributionPortTypeDuct,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
1055,DryBulbTemperature,Pset_DistributionPortTypeDuct,P_BOUNDEDVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
1056,WetBulbTemperature,Pset_DistributionPortTypeDuct,P_BOUNDEDVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
1057,VolumetricFlowRate,Pset_DistributionPortTypeDuct,P_BOUNDEDVALUE,IFCVOLUMETRICFLOWRATEMEASURE
1058,Velocity,Pset_DistributionPortTypeDuct,P_BOUNDEDVALUE,IFCLINEARVELOCITYMEASURE
1059,Pressure,Pset_DistributionPortTypeDuct,P_BOUNDEDVALUE,IFCPRESSUREMEASURE
1060,ConnectionType,Pset_DistributionPortTypePipe,P_ENUMERATEDVALUE,IFCLABEL
1061,ConnectionSubtype,Pset_DistributionPortTypePipe,P_SINGLEVALUE,IFCLABEL
1062,NominalDiameter,Pset_DistributionPortTypePipe,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1063,InnerDiameter,Pset_DistributionPortTypePipe,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1064,OuterDiameter,Pset_DistributionPortTypePipe,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1065,Temperature,Pset_DistributionPortTypePipe,P_BOUNDEDVALUE,IFCTHERMODYNAMICTEMPERATUREMEASURE
1066,VolumetricFlowRate,Pset_DistributionPortTypePipe,P_BOUNDEDVALUE,IFCVOLUMETRICFLOWRATEMEASURE
1067,MassFlowRate,Pset_DistributionPortTypePipe,P_BOUNDEDVALUE,IFCMASSFLOWRATEMEASURE
1068,FlowCondition,Pset_DistributionPortTypePipe,P_BOUNDEDVALUE,IFCPOSITIVERATIOMEASURE
1069,Velocity,Pset_DistributionPortTypePipe,P_BOUNDEDVALUE,IFCLINEARVELOCITYMEASURE
1070,Pressure,Pset_DistributionPortTypePipe,P_BOUNDEDVALUE,IFCPRESSUREMEASURE
1071,Reference,Pset_DistributionSystemCommon,P_SINGLEVALUE,IFCIDENTIFIER
1072,ElectricalSystemType,Pset_DistributionSystemTypeElectrical,P_ENUMERATEDVALUE,IFCLABEL
1073,ElectricalSystemCategory,Pset_DistributionSystemTypeElectrical,P_ENUMERATEDVALUE,IFCLABEL
1074,Diversity,Pset_DistributionSystemTypeElectrical,P_SINGLEVALUE,IFCPOSITIVERATIOMEASURE
1075,NumberOfLiveConductors,Pset_DistributionSystemTypeElectrical,P_SINGLEVALUE,IFCCOUNTMEASURE
1076,MaximumAllowedVoltageDrop,Pset_DistributionSystemTypeElectrical,P_SINGLEVALUE,IFCELECTRICVOLTAGEMEASURE
1077,NetImpedance,Pset_DistributionSystemTypeElectrical,P_SINGLEVALUE,IFCELECTRICRESISTANCEMEASURE
1078,RatedVoltageRange,Pset_DistributionSystemTypeElectrical,P_BOUNDEDVALUE,IFCELECTRICVOLTAGEMEASURE
1079,SpanNominalLength,Pset_DistributionSystemTypeOverheadContactlineSystem,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1080,ContactWireStagger,Pset_DistributionSystemTypeOverheadContactlineSystem,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1081,ContactWireNominalDrop,Pset_DistributionSystemTypeOverheadContactlineSystem,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1082,PressureRange,Pset_DistributionSystemTypeOverheadContactlineSystem,P_BOUNDEDVALUE,IFCPRESSUREMEASURE
1083,ContactWireNominalHeight,Pset_DistributionSystemTypeOverheadContactlineSystem,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1084,ContactWireUplift,Pset_DistributionSystemTypeOverheadContactlineSystem,P_SINGLEVALUE,IFCNONNEGATIVELENGTHMEASURE
1085,ElectricalClearance,Pset_DistributionSystemTypeOverheadContactlineSystem,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1086,NumberOfOverlappingSpans,Pset_DistributionSystemTypeOverheadContactlineSystem,P_SINGLEVALUE,IFCCOUNTMEASURE
1087,PantographType,Pset_DistributionSystemTypeOverheadContactlineSystem,P_SINGLEVALUE,IFCLABEL
1088,TensionLength,Pset_DistributionSystemTypeOverheadContactlineSystem,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1089,OCSType,Pset_DistributionSystemTypeOverheadContactlineSystem,P_ENUMERATEDVALUE,IFCLABEL
1090,DesignName,Pset_DistributionSystemTypeVentilation,P_SINGLEVALUE,IFCLABEL
1091,DuctSizingMethod,Pset_DistributionSystemTypeVentilation,P_ENUMERATEDVALUE,IFCLABEL
1092,PressureClass,Pset_DistributionSystemTypeVentilation,P_SINGLEVALUE,IFCPRESSUREMEASURE
1093,LeakageClass,Pset_DistributionSystemTypeVentilation,P_SINGLEVALUE,IFCPRESSUREMEASURE
1094,FrictionLoss,Pset_DistributionSystemTypeVentilation,P_SINGLEVALUE,IFCREAL
1095,ScrapFactor,Pset_DistributionSystemTypeVentilation,P_SINGLEVALUE,IFCREAL
1096,DuctSealant,Pset_DistributionSystemTypeVentilation,P_REFERENCEVALUE,IFCMATERIALDEFINITION
1097,MaximumVelocity,Pset_DistributionSystemTypeVentilation,P_SINGLEVALUE,IFCLINEARVELOCITYMEASURE
1098,AspectRatio,Pset_DistributionSystemTypeVentilation,P_SINGLEVALUE,IFCREAL
1099,MinimumHeight,Pset_DistributionSystemTypeVentilation,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1100,MinimumWidth,Pset_DistributionSystemTypeVentilation,P_SINGLEVALUE,IFCPOSITIVELENGTHMEASURE
1101,Reference,Pset_DoorCommon,P_SINGLEVALUE,IFCIDENTIFIER
1102,Status,Pset_DoorCommon,P_ENUMERATEDVALUE,IFCLABEL
1103,FireRating,Pset_DoorCommon,P_SINGLEVALUE,IFCLABEL
1104,AcousticRating,Pset_DoorCommon,P_SINGLEVALUE,IFCLABEL
1105,SecurityRating,Pset_DoorCommon,P_SINGLEVALUE,IFCLABEL
1106,DurabilityRating,Pset_DoorCommon,P_SINGLEVALUE,IFCLABEL
1107,HygrothermalRating,Pset_DoorCommon,P_SINGLEVALUE,IFCLABEL
1108,WaterTightnessRating,Pset_DoorCommon,P_SINGLEVALUE,IFCLABEL
1109,MechanicalLoadRating,Pset_DoorCommon,P_SINGLEVALUE,IFCLABEL
1110,WindLoadRating,Pset_DoorCommon,P_SINGLEVALUE,IFCLABEL
1111,Infiltration,Pset_DoorCommon,P_SINGLEVALUE,IFCVOLUMETRICFLOWRATEMEASURE
1112,IsExternal,Pset_DoorCommon,P_SINGLEVALUE,IFCBOOLEAN
